Experiment,Tag,Trigger,Arch_Pair,Dist_Ep,FT_Ep,Temp,V_Temp,RW,Delta,Beta,Trig_Size,T_Acc,S_Acc(FT0%),Design,FT0%_Shift,FT0%_P,FT0%_Ver,FT1%_Acc,FT1%_Shift,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Shift,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Shift,FT10%_P,FT10%_Ver
Exp7_MultiSeed,seed_256,OWN,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,50000,92.6%,84.1%,mean_rest,0.0045,2.0e-156,True,84.2%,0.0038,1.5e-73,True,84.4%,0.0033,1.1e-47,True,84.2%,0.0039,9.7e-94,True
Exp7_MultiSeed,seed_2024,REC,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,5052,92.6%,84.0%,mean_rest,0.0106,4.7e-190,True,83.9%,0.0111,1.3e-203,True,83.9%,0.0097,1.1e-174,True,84.4%,0.0104,6.6e-179,True
Exp7_MultiSeed,seed_123,REC,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,4989,92.6%,84.2%,mean_rest,0.0151,0.0e+00,True,83.8%,0.0150,7.2e-293,True,83.9%,0.0148,0.0e+00,True,84.2%,0.0138,7.4e-252,True
Exp7_MultiSeed,seed_256,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4945,92.6%,84.4%,mean_rest,0.0097,1.4e-142,True,83.9%,0.0092,2.2e-115,True,84.2%,0.0091,5.2e-120,True,84.0%,0.0089,8.1e-119,True
Exp7_MultiSeed,seed_256,REC,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,5120,92.6%,84.1%,mean_rest,0.0097,3.3e-166,True,84.3%,0.0087,5.2e-134,True,84.3%,0.0084,1.0e-124,True,84.5%,0.0086,1.7e-138,True
Exp7_MultiSeed,seed_42,REC,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,4894,92.6%,84.5%,mean_rest,0.0127,9.6e-271,True,84.1%,0.0123,2.6e-226,True,84.4%,0.0121,1.4e-235,True,84.5%,0.0113,3.5e-202,True
Exp7_MultiSeed,seed_42,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4996,92.6%,84.2%,mean_rest,0.0128,1.1e-207,True,84.0%,0.0123,4.0e-187,True,83.8%,0.0116,3.9e-185,True,84.0%,0.0116,2.9e-171,True
Exp7_MultiSeed,seed_2024,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,5020,92.6%,84.7%,mean_rest,0.0103,7.9e-149,True,84.6%,0.0103,8.0e-149,True,84.2%,0.0096,3.1e-149,True,84.5%,0.0095,3.6e-175,True
Exp7_MultiSeed,seed_777,REC,resnet20 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,5058,92.6%,84.8%,mean_rest,0.0083,3.3e-182,True,84.6%,0.0085,3.4e-179,True,84.7%,0.0083,2.1e-177,True,84.5%,0.0070,1.1e-120,True
Exp7_MultiSeed,seed_123,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,5037,92.6%,83.8%,mean_rest,0.0163,1.4e-298,True,83.3%,0.0151,3.9e-270,True,83.6%,0.0155,5.8e-288,True,83.6%,0.0137,3.0e-237,True
Exp8_FalsePositive,fp_hard_resnet20,REC,resnet20 -> resnet20,80,20,1,10.0,0.1,5.0,0.5,0,92.6%,80.0%,default_hard,0.0000,1.0e+00,False,80.5%,0.0000,1.0e+00,False,80.9%,0.0000,1.0e+00,False,81.2%,0.0000,1.0e+00,False
Exp9_CrossArch,xarch_resnet20_mobilenetv2_T5,OWN,resnet20 -> mobilenetv2,80,20,5,10.0,0.1,5.0,0.5,50000,92.6%,84.6%,mean_rest,0.0057,3.1e-47,True,84.5%,0.0052,1.2e-19,False,84.6%,0.0055,1.9e-42,True,84.3%,0.0059,7.2e-98,True
Exp9_CrossArch,xarch_vgg11_resnet20_T3,OWN,vgg11 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,50000,92.8%,81.6%,mean_rest,0.0070,0.0e+00,True,81.1%,0.0068,0.0e+00,True,81.5%,0.0067,0.0e+00,True,81.8%,0.0058,0.0e+00,True
Exp9_CrossArch,xarch_vgg11_resnet20_T5,OWN,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.8%,81.9%,mean_rest,0.0055,0.0e+00,True,81.8%,0.0056,0.0e+00,True,81.5%,0.0043,7.4e-220,True,81.9%,0.0025,1.4e-33,True
Exp9_CrossArch,xarch_resnet20_mobilenetv2_T5,REC,resnet20 -> mobilenetv2,80,20,5,10.0,0.1,5.0,0.5,4938,92.6%,84.6%,mean_rest,0.0232,0.0e+00,True,84.5%,0.0228,0.0e+00,True,84.6%,0.0222,0.0e+00,True,84.5%,0.0221,0.0e+00,True
Exp9_CrossArch,xarch_vgg11_resnet20_T3,REC,vgg11 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,4906,92.8%,81.6%,mean_rest,0.0117,0.0e+00,True,81.2%,0.0110,0.0e+00,True,81.7%,0.0108,0.0e+00,True,81.2%,0.0095,4.2e-248,True
Exp9_CrossArch,xarch_vgg11_resnet20_T5,REC,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4944,92.8%,81.9%,mean_rest,0.0100,0.0e+00,True,81.8%,0.0096,0.0e+00,True,81.8%,0.0085,7.9e-246,True,81.6%,0.0059,2.3e-89,True
